machine_id,timestamp,temperature,vibration,pressure,rpm,current,failure_in_24h
1,2024-01-04 03:00:00,63.06,0.553,102.29,1507.1,10.454,0
1,2024-01-04 04:00:00,61.99,0.5506,101.59,1498.0,10.603,0
1,2024-01-04 05:00:00,61.43,0.601,100.75,1525.6,10.109,0
1,2024-01-04 06:00:00,62.04,0.5664,103.62,1497.4,10.135,0
1,2024-01-04 07:00:00,58.94,0.6242,100.82,1512.1,10.164,0
1,2024-01-04 08:00:00,61.62,0.5012,106.59,1513.5,10.297,0
1,2024-01-04 09:00:00,62.51,0.5582,100.28,1515.2,10.043,0
1,2024-01-04 10:00:00,64.21,0.5562,103.44,1516.5,9.352,0
1,2024-01-04 11:00:00,61.24,0.4991,106.02,1517.7,10.58,0
1,2024-01-04 12:00:00,60.83,0.6009,104.08,1492.3,10.763,0
1,2024-01-04 13:00:00,61.31,0.6699,103.23,1516.8,10.044,0
1,2024-01-04 14:00:00,63.46,0.5534,100.94,1494.6,9.91,0
1,2024-01-04 15:00:00,62.6,0.5801,100.11,1524.4,10.191,0
1,2024-01-04 16:00:00,61.34,0.5596,104.41,1511.7,10.179,0
1,2024-01-04 17:00:00,62.92,0.5202,105.88,1495.9,10.536,0
1,2024-01-04 18:00:00,62.32,0.4654,101.99,1509.5,10.256,0
1,2024-01-04 19:00:00,63.65,0.5217,100.58,1512.1,10.004,0
1,2024-01-04 20:00:00,61.17,0.488,97.94,1529.9,9.849,0
1,2024-01-04 21:00:00,61.75,0.6433,100.9,1520.1,10.507,0
1,2024-01-04 22:00:00,61.68,0.5529,102.63,1521.8,10.429,0
1,2024-01-04 23:00:00,60.09,0.5419,106.05,1530.4,10.57,0
1,2024-01-05 00:00:00,62.75,0.6042,104.19,1517.8,9.964,0
1,2024-01-05 01:00:00,62.72,0.5042,103.45,1526.5,10.808,0
1,2024-01-05 02:00:00,62.36,0.5224,102.04,1525.9,9.736,0
1,2024-01-05 03:00:00,62.02,0.5647,101.67,1506.4,10.474,0
1,2024-01-05 04:00:00,60.27,0.6133,105.65,1534.2,9.691,0
1,2024-01-05 05:00:00,61.79,0.5874,103.23,1505.5,10.029,0
1,2024-01-05 06:00:00,61.93,0.5753,98.62,1529.0,10.737,0
1,2024-01-05 07:00:00,61.26,0.5673,101.48,1504.9,10.52,0
1,2024-01-05 08:00:00,62.24,0.5839,101.11,1526.2,10.109,0
1,2024-01-05 09:00:00,63.11,0.5745,101.73,1539.0,10.12,0
1,2024-01-05 10:00:00,65.36,0.5134,103.94,1518.4,10.308,0
1,2024-01-05 11:00:00,62.81,0.5677,102.6,1518.2,10.434,0
1,2024-01-05 12:00:00,62.96,0.5123,102.65,1527.0,10.658,0
1,2024-01-05 13:00:00,62.48,0.5705,105.43,1517.8,10.148,0
1,2024-01-05 14:00:00,59.74,0.5429,101.41,1539.5,9.803,0
1,2024-01-05 15:00:00,62.59,0.6944,106.53,1523.4,10.336,0
1,2024-01-05 16:00:00,62.75,0.5659,101.45,1518.5,10.154,0
1,2024-01-05 17:00:00,66.37,0.4982,102.97,1516.4,9.903,0
1,2024-01-05 18:00:00,62.41,0.5622,102.22,1512.7,10.385,0
1,2024-01-05 19:00:00,63.17,0.5953,103.03,1515.9,10.234,0
1,2024-01-05 20:00:00,62.69,0.6535,103.67,1518.9,10.392,0
1,2024-01-05 21:00:00,61.01,0.5409,103.64,1517.7,10.034,0
1,2024-01-05 22:00:00,64.5,0.4917,101.26,1516.2,10.451,0
1,2024-01-05 23:00:00,63.93,0.6121,100.52,1543.9,9.912,0
1,2024-01-06 00:00:00,64.01,0.5027,107.77,1512.8,10.061,0
1,2024-01-06 01:00:00,61.48,0.5504,101.79,1524.7,10.238,0
1,2024-01-06 02:00:00,64.97,0.5598,104.15,1529.4,10.836,0
1,2024-01-06 03:00:00,60.78,0.5696,99.54,1529.9,10.551,0
1,2024-01-06 04:00:00,63.79,0.608,102.19,1523.2,10.641,0
1,2024-01-06 05:00:00,66.21,0.5398,102.49,1521.6,10.745,0
1,2024-01-06 06:00:00,61.46,0.5608,103.68,1528.7,11.403,0
1,2024-01-06 07:00:00,62.12,0.5742,97.29,1527.0,10.337,0
1,2024-01-06 08:00:00,63.14,0.5828,103.06,1521.9,10.752,0
1,2024-01-06 09:00:00,62.25,0.5807,100.43,1509.1,10.632,0
1,2024-01-06 10:00:00,60.7,0.598,103.37,1520.2,10.629,0
1,2024-01-06 11:00:00,63.15,0.6188,100.65,1513.6,10.865,0
1,2024-01-06 12:00:00,61.47,0.5967,101.0,1518.5,10.209,0
1,2024-01-06 13:00:00,63.8,0.6002,102.16,1525.7,10.187,0
1,2024-01-06 14:00:00,61.73,0.4988,100.6,1529.1,10.435,0
1,2024-01-06 15:00:00,65.45,0.5808,101.75,1543.5,10.286,0
1,2024-01-06 16:00:00,61.97,0.6027,100.31,1520.5,10.438,0
1,2024-01-06 17:00:00,62.68,0.6156,99.03,1533.8,10.814,0
1,2024-01-06 18:00:00,64.4,0.5449,104.72,1529.3,10.203,0
1,2024-01-06 19:00:00,61.36,0.547,100.09,1539.3,10.257,0
1,2024-01-06 20:00:00,63.56,0.5517,102.32,1532.3,10.403,0
1,2024-01-06 21:00:00,65.2,0.6076,104.18,1516.6,10.284,0
1,2024-01-06 22:00:00,60.85,0.6328,101.44,1509.7,9.781,0
1,2024-01-06 23:00:00,63.56,0.5612,101.02,1530.2,10.183,0
1,2024-01-07 00:00:00,63.69,0.6273,103.11,1521.9,10.565,0
1,2024-01-07 01:00:00,64.49,0.5885,104.89,1517.6,10.792,0
1,2024-01-07 02:00:00,61.48,0.5765,100.31,1514.9,10.016,0
1,2024-01-07 03:00:00,61.37,0.5725,102.35,1529.3,10.017,0
1,2024-01-07 04:00:00,64.15,0.6207,99.18,1543.0,10.375,0
1,2024-01-07 05:00:00,63.84,0.6001,101.85,1524.0,9.746,0
1,2024-01-07 06:00:00,63.78,0.6979,102.7,1534.1,10.237,0
1,2024-01-07 07:00:00,63.95,0.5419,100.92,1527.4,9.851,0
1,2024-01-07 08:00:00,62.42,0.6108,101.71,1515.7,10.785,0
1,2024-01-07 09:00:00,63.81,0.5588,99.8,1536.1,10.145,0
1,2024-01-07 10:00:00,63.92,0.5421,102.77,1517.9,10.873,0
1,2024-01-07 11:00:00,62.43,0.5854,104.72,1529.3,10.713,0
1,2024-01-07 12:00:00,66.32,0.5931,100.41,1525.8,10.187,0
1,2024-01-07 13:00:00,64.24,0.7325,101.35,1538.3,10.061,0
1,2024-01-07 14:00:00,61.76,0.5777,103.6,1519.0,10.327,0
1,2024-01-07 15:00:00,64.55,0.5307,105.01,1533.6,10.355,0
1,2024-01-07 16:00:00,62.12,0.6012,99.6,1521.5,10.492,0
1,2024-01-07 17:00:00,64.78,0.4841,102.24,1524.9,10.157,0
1,2024-01-07 18:00:00,65.36,0.5836,103.14,1493.8,10.616,0
1,2024-01-07 19:00:00,62.41,0.5893,102.36,1551.3,10.473,0
1,2024-01-07 20:00:00,65.1,0.6285,97.61,1536.0,10.293,0
1,2024-01-07 21:00:00,64.29,0.6378,103.56,1523.0,10.183,0
1,2024-01-07 22:00:00,64.92,0.5642,105.59,1519.6,10.343,0
1,2024-01-07 23:00:00,66.55,0.5822,102.78,1526.0,10.155,0
1,2024-01-08 00:00:00,63.36,0.5517,100.48,1538.3,10.419,0
1,2024-01-08 01:00:00,62.61,0.5339,101.51,1512.4,10.429,0
1,2024-01-08 02:00:00,62.42,0.6061,106.07,1530.0,10.484,0
1,2024-01-08 03:00:00,62.55,0.5272,104.35,1549.3,10.937,0
1,2024-01-08 04:00:00,63.67,0.5704,103.8,1520.4,10.369,0
1,2024-01-08 05:00:00,64.32,0.5417,103.23,1532.7,10.711,0
1,2024-01-08 06:00:00,64.24,0.6192,101.19,1554.1,10.48,0
1,2024-01-08 07:00:00,65.08,0.682,102.1,1538.5,10.342,0
1,2024-01-08 08:00:00,63.87,0.5271,102.34,1533.6,10.379,0
1,2024-01-08 09:00:00,66.05,0.4998,103.59,1537.6,10.399,0
1,2024-01-08 10:00:00,63.49,0.5865,105.51,1528.7,10.502,0
1,2024-01-08 11:00:00,67.98,0.5937,104.72,1545.8,10.131,0
1,2024-01-08 12:00:00,64.86,0.6041,99.64,1529.0,9.981,0
1,2024-01-08 13:00:00,62.65,0.5711,102.92,1513.5,10.619,0
1,2024-01-08 14:00:00,62.34,0.5836,103.94,1529.4,10.693,0
1,2024-01-08 15:00:00,64.69,0.6123,103.7,1523.8,10.649,0
1,2024-01-08 16:00:00,63.64,0.6462,101.19,1530.8,10.473,0
1,2024-01-08 17:00:00,65.06,0.4966,108.28,1531.1,10.658,0
1,2024-01-08 18:00:00,64.72,0.5761,99.89,1545.8,10.644,0
1,2024-01-08 19:00:00,63.91,0.6055,100.27,1541.0,10.667,0
1,2024-01-08 20:00:00,62.77,0.5491,102.9,1536.8,10.174,0
1,2024-01-08 21:00:00,61.78,0.6818,106.66,1534.3,10.105,0
1,2024-01-08 22:00:00,63.4,0.5636,100.75,1523.9,10.319,0
1,2024-01-08 23:00:00,65.37,0.5935,101.88,1512.8,10.431,0
1,2024-01-09 00:00:00,64.42,0.6236,104.56,1535.9,10.365,0
1,2024-01-09 01:00:00,62.24,0.5664,102.36,1542.8,9.876,0
1,2024-01-09 02:00:00,64.38,0.5038,101.73,1533.9,10.957,0
1,2024-01-09 03:00:00,64.72,0.5749,103.52,1529.8,10.36,0
1,2024-01-09 04:00:00,62.83,0.648,102.93,1540.0,10.495,0
1,2024-01-09 05:00:00,64.4,0.5799,104.44,1534.6,10.818,0
1,2024-01-09 06:00:00,64.27,0.5545,104.95,1552.4,9.742,0
1,2024-01-09 07:00:00,62.48,0.6433,102.98,1548.1,10.293,0
1,2024-01-09 08:00:00,64.74,0.5807,102.94,1545.5,10.332,0
1,2024-01-09 09:00:00,65.06,0.5718,102.78,1543.6,10.348,0
1,2024-01-09 10:00:00,65.86,0.605,103.32,1523.2,10.398,0
1,2024-01-09 11:00:00,65.83,0.6362,102.45,1542.9,10.886,0
1,2024-01-09 12:00:00,62.19,0.7169,102.33,1540.2,10.655,0
1,2024-01-09 13:00:00,62.87,0.6393,104.72,1542.6,10.741,0
1,2024-01-09 14:00:00,65.06,0.656,105.35,1541.6,10.469,0
1,2024-01-09 15:00:00,65.07,0.5729,99.3,1541.4,10.037,0
1,2024-01-09 16:00:00,65.08,0.547,102.33,1564.0,9.834,0
1,2024-01-09 17:00:00,70.1,0.6015,100.92,1536.3,10.0,0
1,2024-01-09 18:00:00,65.19,0.6039,101.67,1546.6,10.568,0
1,2024-01-09 19:00:00,66.05,0.5447,103.09,1532.7,10.47,0
1,2024-01-09 20:00:00,65.79,0.59,103.62,1545.4,10.399,0
1,2024-01-09 21:00:00,65.35,0.6188,102.05,1547.0,10.352,0
1,2024-01-09 22:00:00,63.91,0.617,98.44,1541.4,11.067,0
1,2024-01-09 23:00:00,65.54,0.6243,100.33,1554.6,10.218,0
1,2024-01-10 00:00:00,63.25,0.6137,104.05,1529.2,10.744,0
1,2024-01-10 01:00:00,64.07,0.5739,96.77,1533.3,10.468,0
1,2024-01-10 02:00:00,63.71,0.5736,104.62,1540.4,10.45,0
1,2024-01-10 03:00:00,64.57,0.5394,103.28,1547.2,10.822,0
1,2024-01-10 04:00:00,67.93,0.6887,104.86,1540.3,10.909,0
1,2024-01-10 05:00:00,61.67,0.6002,101.82,1551.5,10.399,0
1,2024-01-10 06:00:00,65.51,0.5883,98.09,1532.2,10.712,0
1,2024-01-10 07:00:00,62.07,0.5532,103.07,1527.5,10.582,0
1,2024-01-10 08:00:00,63.79,0.7465,104.75,1542.1,10.476,0
1,2024-01-10 09:00:00,66.14,0.5461,104.04,1538.4,10.536,0
1,2024-01-10 10:00:00,64.62,0.5784,100.86,1544.7,10.269,0
1,2024-01-10 11:00:00,62.92,0.6206,102.35,1539.1,10.384,0
1,2024-01-10 12:00:00,63.47,0.6299,101.11,1536.1,10.303,0
1,2024-01-10 13:00:00,65.57,0.6478,100.53,1538.9,10.748,0
1,2024-01-10 14:00:00,63.47,0.6903,104.07,1540.1,10.45,0
1,2024-01-10 15:00:00,64.9,0.6253,99.76,1536.9,10.09,0
1,2024-01-10 16:00:00,64.65,0.5472,100.36,1538.0,10.263,0
1,2024-01-10 17:00:00,63.62,0.5871,99.93,1536.1,9.521,0
1,2024-01-10 18:00:00,67.82,0.6154,99.15,1548.8,10.333,0
1,2024-01-10 19:00:00,65.56,0.7034,102.42,1542.3,10.494,0
1,2024-01-10 20:00:00,61.59,0.5301,104.44,1563.1,10.442,0
1,2024-01-10 21:00:00,64.91,0.6601,101.74,1542.2,11.078,0
1,2024-01-10 22:00:00,63.65,0.609,99.09,1535.2,10.657,0
1,2024-01-10 23:00:00,65.93,0.6419,103.78,1567.6,10.644,0
1,2024-01-11 00:00:00,63.47,0.5949,105.46,1545.1,9.993,0
1,2024-01-11 01:00:00,64.5,0.5578,100.79,1551.0,10.377,0
1,2024-01-11 02:00:00,65.44,0.6375,101.12,1547.1,10.341,0
1,2024-01-11 03:00:00,65.99,0.6326,103.1,1547.5,10.252,0
1,2024-01-11 04:00:00,62.9,0.6484,105.3,1546.8,10.248,0
1,2024-01-11 05:00:00,64.2,0.5991,101.01,1530.5,9.947,0
1,2024-01-11 06:00:00,64.0,0.5698,99.38,1545.3,10.107,0
1,2024-01-11 07:00:00,63.74,0.5218,103.3,1528.5,10.752,0
1,2024-01-11 08:00:00,67.38,0.6406,103.63,1540.1,10.448,0
1,2024-01-11 09:00:00,65.34,0.6208,102.04,1534.7,10.339,0
1,2024-01-11 10:00:00,62.85,0.5513,100.9,1545.6,10.49,0
1,2024-01-11 11:00:00,66.13,0.5725,104.0,1545.5,10.842,0
1,2024-01-11 12:00:00,67.94,0.5761,103.06,1547.1,10.494,0
1,2024-01-11 13:00:00,66.32,0.5252,100.46,1545.3,10.655,0
1,2024-01-11 14:00:00,62.5,0.5584,102.09,1536.4,10.24,0
1,2024-01-11 15:00:00,64.06,0.5425,99.28,1540.0,10.308,0
1,2024-01-11 16:00:00,66.69,0.5785,103.34,1551.9,10.601,0
1,2024-01-11 17:00:00,63.74,0.5621,101.44,1553.5,11.063,0
1,2024-01-11 18:00:00,65.47,0.5175,101.09,1531.4,10.924,0
1,2024-01-11 19:00:00,65.97,0.6999,101.88,1527.7,10.671,0
1,2024-01-11 20:00:00,63.43,0.6613,102.02,1535.9,10.541,0
1,2024-01-11 21:00:00,64.74,0.5596,103.72,1553.7,10.917,0
1,2024-01-11 22:00:00,59.97,0.6121,103.11,1555.5,10.735,0
1,2024-01-11 23:00:00,63.3,0.6192,101.61,1534.2,9.809,0
1,2024-01-12 00:00:00,64.46,0.6578,103.44,1546.6,10.181,0
1,2024-01-12 01:00:00,62.98,0.5572,102.71,1562.0,10.599,0
1,2024-01-12 02:00:00,67.3,0.6526,101.04,1547.9,9.962,0
1,2024-01-12 03:00:00,62.72,0.5704,101.64,1558.0,10.229,0
1,2024-01-12 04:00:00,64.21,0.5309,101.58,1553.9,10.288,0
1,2024-01-12 05:00:00,65.07,0.6337,102.88,1534.9,10.422,0
1,2024-01-12 06:00:00,67.04,0.6619,101.13,1542.2,10.413,0
1,2024-01-12 07:00:00,62.73,0.7266,101.08,1544.5,10.412,0
1,2024-01-12 08:00:00,66.63,0.5371,105.79,1545.3,10.747,0
1,2024-01-12 09:00:00,64.91,0.6319,103.72,1553.5,10.42,0
1,2024-01-12 10:00:00,63.43,0.5763,100.31,1548.6,10.384,0
1,2024-01-12 11:00:00,65.6,0.6357,102.97,1515.2,10.095,0
1,2024-01-12 12:00:00,65.21,0.5229,102.05,1531.5,10.807,0
1,2024-01-12 13:00:00,64.01,0.5331,102.59,1522.9,10.298,0
1,2024-01-12 14:00:00,65.02,0.5572,102.08,1546.6,10.174,0
1,2024-01-12 15:00:00,64.34,0.5998,104.17,1547.3,10.564,0
1,2024-01-12 16:00:00,65.1,0.5636,102.48,1547.8,10.27,0
1,2024-01-12 17:00:00,65.92,0.6284,101.65,1535.5,10.342,0
1,2024-01-12 18:00:00,67.31,0.6466,103.85,1551.9,10.578,0
1,2024-01-12 19:00:00,63.08,0.625,102.23,1552.4,10.402,0
1,2024-01-12 20:00:00,68.14,0.6758,102.0,1532.8,11.193,0
1,2024-01-12 21:00:00,62.02,0.6154,102.37,1530.8,10.478,0
1,2024-01-12 22:00:00,64.72,0.5336,101.55,1545.5,10.685,0
1,2024-01-12 23:00:00,65.84,0.6624,101.75,1563.5,9.917,0
1,2024-01-13 00:00:00,65.38,0.5637,100.55,1562.7,10.242,0
1,2024-01-13 01:00:00,64.03,0.6393,100.21,1551.4,10.174,0
1,2024-01-13 02:00:00,64.65,0.6722,99.71,1538.5,10.213,0
1,2024-01-13 03:00:00,64.23,0.6161,98.91,1554.8,10.624,0
1,2024-01-13 04:00:00,64.09,0.5182,99.93,1541.5,10.81,0
1,2024-01-13 05:00:00,66.25,0.5469,101.33,1538.4,10.603,0
1,2024-01-13 06:00:00,65.51,0.6587,101.88,1524.7,10.431,0
1,2024-01-13 07:00:00,63.94,0.5838,101.12,1547.3,10.31,0
1,2024-01-13 08:00:00,66.33,0.596,96.94,1540.0,10.833,0
1,2024-01-13 09:00:00,65.44,0.6297,104.8,1547.3,11.12,0
1,2024-01-13 10:00:00,66.2,0.6263,103.81,1523.5,10.539,0
1,2024-01-13 11:00:00,65.93,0.6051,102.52,1548.2,10.78,0
1,2024-01-13 12:00:00,63.74,0.5805,105.44,1522.3,10.601,0
1,2024-01-13 13:00:00,64.15,0.575,99.66,1557.6,10.724,0
1,2024-01-13 14:00:00,66.11,0.6333,105.38,1552.0,10.148,0
1,2024-01-13 15:00:00,65.91,0.6178,99.67,1544.0,10.35,0
1,2024-01-13 16:00:00,64.96,0.5769,102.06,1552.5,10.615,0
1,2024-01-13 17:00:00,65.17,0.6436,99.03,1537.2,10.86,0
1,2024-01-13 18:00:00,66.91,0.5827,101.6,1547.7,10.25,0
1,2024-01-13 19:00:00,64.11,0.5463,102.33,1555.0,9.885,0
1,2024-01-13 20:00:00,65.82,0.5506,101.24,1516.2,10.346,0
1,2024-01-13 21:00:00,64.7,0.5393,102.97,1542.8,10.798,0
1,2024-01-13 22:00:00,64.67,0.5743,101.73,1547.1,10.019,0
1,2024-01-13 23:00:00,66.65,0.6493,100.48,1545.4,10.141,0
1,2024-01-14 00:00:00,66.24,0.5471,100.39,1562.0,10.54,0
1,2024-01-14 01:00:00,66.22,0.5964,103.13,1536.2,10.458,0
1,2024-01-14 02:00:00,66.96,0.5538,100.19,1541.3,10.671,0
1,2024-01-14 03:00:00,65.03,0.5733,103.32,1528.4,10.123,0
1,2024-01-14 04:00:00,66.02,0.5105,103.93,1562.8,10.394,0
1,2024-01-14 05:00:00,64.53,0.5746,98.14,1545.3,10.85,0
1,2024-01-14 06:00:00,65.49,0.5756,103.73,1543.4,10.133,0
1,2024-01-14 07:00:00,64.8,0.612,105.58,1547.3,10.933,0
1,2024-01-14 08:00:00,65.14,0.5958,101.95,1554.3,10.169,0
1,2024-01-14 09:00:00,65.89,0.5243,102.64,1551.4,10.744,0
1,2024-01-14 10:00:00,63.77,0.6381,103.51,1574.5,10.376,0
1,2024-01-14 11:00:00,68.13,0.594,100.87,1552.6,10.144,0
1,2024-01-14 12:00:00,63.48,0.5931,101.78,1543.5,10.338,0
1,2024-01-14 13:00:00,63.17,0.5823,98.78,1542.6,10.65,0
1,2024-01-14 14:00:00,66.73,0.5565,101.67,1544.3,10.484,0
1,2024-01-14 15:00:00,66.18,0.5929,102.38,1533.3,10.821,0
1,2024-01-14 16:00:00,65.92,0.6054,102.41,1548.7,10.915,0
1,2024-01-14 17:00:00,65.93,0.4939,103.5,1556.2,10.129,0
1,2024-01-14 18:00:00,64.97,0.5539,99.81,1542.3,10.106,0
1,2024-01-14 19:00:00,63.64,0.5677,100.29,1540.4,10.091,0
1,2024-01-14 20:00:00,65.09,0.5929,105.13,1563.7,10.212,0
1,2024-01-14 21:00:00,63.96,0.6393,101.03,1534.3,10.812,0
1,2024-01-14 22:00:00,66.44,0.5407,101.73,1527.9,10.648,0
1,2024-01-14 23:00:00,64.75,0.5539,101.18,1537.1,10.316,0
1,2024-01-15 00:00:00,63.73,0.5528,99.66,1533.3,10.475,0
1,2024-01-15 01:00:00,64.49,0.5379,104.55,1552.6,10.899,0
1,2024-01-15 02:00:00,65.58,0.5602,100.23,1545.2,11.049,0
1,2024-01-15 03:00:00,64.12,0.6157,99.03,1546.7,10.554,0
1,2024-01-15 04:00:00,63.72,0.5241,100.37,1560.4,9.677,0
1,2024-01-15 05:00:00,65.32,0.5977,97.26,1542.0,10.563,0
1,2024-01-15 06:00:00,65.32,0.4908,99.95,1556.7,10.754,0
1,2024-01-15 07:00:00,64.19,0.5474,99.31,1564.1,10.54,0
1,2024-01-15 08:00:00,64.24,0.5585,102.47,1544.5,10.689,0
1,2024-01-15 09:00:00,65.29,0.6583,99.88,1556.5,10.578,0
1,2024-01-15 10:00:00,62.76,0.5604,102.99,1546.7,10.099,0
1,2024-01-15 11:00:00,62.82,0.4636,104.0,1558.4,10.203,0
1,2024-01-15 12:00:00,63.85,0.4733,102.76,1533.5,10.371,0
1,2024-01-15 13:00:00,64.6,0.5745,100.76,1532.8,10.786,0
1,2024-01-15 14:00:00,65.39,0.603,101.46,1545.4,10.236,0
1,2024-01-15 15:00:00,67.13,0.5906,98.12,1540.4,10.601,0
1,2024-01-15 16:00:00,66.2,0.5798,100.89,1544.2,10.555,0
1,2024-01-15 17:00:00,64.67,0.629,99.43,1547.2,10.938,0
1,2024-01-15 18:00:00,64.87,0.5435,102.53,1556.6,10.449,0
1,2024-01-15 19:00:00,63.39,0.6147,106.28,1545.4,9.934,0
1,2024-01-15 20:00:00,64.86,0.4879,102.12,1541.2,10.653,0
